"lo4","2020/02/14 16:21:23","93","6.4","4","","20","1.78","36.090000152588","0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.16;0.31;0.51;0.67;0.88;1.30;1.52;1.54;1.56;1.78;2.02;2.18;2.39;2.54;2.83;3.01;3.02;3.29;3.38;3.72;3.87;4.15;4.34;4.34;4.70;5.02;5.17;5.40;5.71;5.97;6.17;6.50;6.83;7.02;7.26;7.60;7.95;8.23;8.59;8.98;9.16;9.75;10.03;10.03;10.57;11.01;11.35;11.79;12.16;12.40;12.80;13.46;13.66;14.06;14.50;15.00;15.42;15.60;16.42;16.62;17.08;17.72;17.98;18.47;19.00;19.49;19.73;20.47;20.94;21.23;21.74;22.24;22.77;23.27;23.84;24.37;24.68;25.14;15.44;15.44;27.03;27.30;15.44;28.38;28.85;29.46;29.75;30.27;30.84;31.43;31.93;32.45;33.05;33.61;34.17;34.69;34.97;35.55;36.09;36.69;" "usAUXAZh2P
"lo3","2020/02/14 15:58:43","93","6.4","4","","22","1.67","36.849998474121","0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.14;0.17;0.32;0.58;0.60;0.77;1.04;1.14;1.41;1.57;1.62;1.76;1.88;2.16;2.19;2.42;2.46;2.77;2.76;2.99;3.23;3.25;3.51;3.67;3.84;4.00;4.23;4.50;4.76;4.89;5.09;5.36;5.41;5.77;5.90;6.30;6.53;6.80;7.11;7.26;7.57;7.92;8.19;8.48;8.81;9.18;9.52;9.84;10.02;10.40;10.75;11.10;11.44;11.88;12.05;12.45;13.01;13.18;13.62;14.03;14.46;14.94;15.39;15.76;16.20;16.47;17.09;17.39;17.81;18.32;18.77;19.27;19.50;19.98;20.45;20.92;21.42;21.84;22.44;22.88;23.11;23.85;24.41;24.66;25.15;25.66;26.16;26.74;27.25;27.80;28.05;28.50;29.06;29.56;30.12;30.64;31.25;31.72;32.32;32.83;33.08;33.61;34.12;34.75;35.23;35.73;36.32;36.85;36.97;" "yiJqhWogYo
"lo2","2020/02/14 15:47:48","93","6.4","4","","19","1.79","35.650001525879","0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.18;0.20;0.23;0.46;1.03;1.20;1.34;1.55;1.82;2.00;2.18;2.23;2.38;2.63;2.92;2.97;3.20;3.52;3.58;3.98;4.12;4.23;4.53;4.73;4.96;5.23;5.31;5.77;6.08;6.19;6.46;6.58;7.02;7.36;7.65;7.80;8.40;8.69;9.02;9.21;9.61;9.90;10.28;10.68;10.86;11.26;11.86;12.04;12.50;12.85;13.35;13.58;13.99;14.61;14.85;15.34;15.99;16.25;16.75;17.16;17.69;18.13;18.39;19.16;19.39;19.86;20.45;20.99;21.47;21.96;22.47;23.04;23.55;23.80;24.36;24.95;25.45;26.01;26.55;27.12;27.70;27.96;28.56;29.09;29.64;30.24;30.79;31.40;31.87;32.51;32.80;33.35;33.92;34.53;35.10;35.65;36.20;" "bGGiar72bl
"lo","2020/02/14 15:41:24","93","6.4","4","","22","1.65","36.819999694824","0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;0.17;0.30;0.42;0.53;0.54;0.80;0.93;0.97;1.41;1.40;1.61;1.71;1.82;2.02;2.26;2.28;2.37;2.48;2.82;2.92;3.09;3.33;3.43;3.63;3.76;3.95;4.25;4.38;4.57;4.78;5.11;5.36;5.47;5.68;5.98;6.16;6.45;6.76;6.96;7.31;7.57;7.93;8.09;8.36;8.68;9.03;9.31;9.50;10.00;10.31;10.67;11.07;11.22;11.62;12.01;12.41;12.73;12.94;13.56;13.76;14.18;14.57;15.05;15.44;15.89;16.25;16.77;16.97;17.66;18.08;18.27;18.72;19.21;19.73;20.16;20.69;21.15;21.34;21.87;22.35;22.77;23.32;23.88;24.16;24.65;25.11;25.86;26.11;26.65;27.20;27.71;28.20;28.44;28.97;29.79;30.06;30.85;31.11;31.60;32.13;32.74;33.29;33.79;34.36;34.60;35.12;36.00;36.28;36.82;37.31;"
