ID,SURFACE,ROUNDNESS,SHORT_AXIS,LONG_AXIS,VOLUME,PIXEL_SCALE
0,151.0,0.4753688549494178,4.780011037984586,10.055372766255815,721.7816667356726,12.146
1,99.0,0.5115250636048643,4.014912825061815,7.848907337536051,397.47636968111976,12.146
2,96.0,0.7274564499333322,4.714809822152593,6.48122622678606,452.6217429266489,12.146
3,156.0,0.6774610585911673,5.8000205329671335,8.56140800923484,904.8032031428727,12.146
4,81.0,0.7331290244187088,4.347682086121404,5.930309592596803,352.1622489758337,12.146
5,141.0,0.7279169382200164,5.71578037048358,7.852242571055489,805.9250322381848,12.146
6,228.0,0.5834051728085039,6.50695232712687,11.153401838729845,1483.5851305849264,12.146
7,214.0,0.5415122336551991,6.073458755672107,11.215736927449182,1299.7201737138307,12.146
8,223.0,0.5401809463541294,6.1922306665883875,11.463252653359811,1380.8674386492105,12.146
9,202.0,0.6412757547293025,6.421302930485554,10.013325598433292,1297.1031919580819,12.146
10,99.0,0.6419502874624948,4.497729779660624,7.006352154524736,445.2752481864017,12.146
11,132.0,0.7327261022193152,5.548592885639981,7.572533404820904,732.4142609044775,12.146
12,153.0,0.3920070500420782,4.369358886698028,11.146123229745534,668.5119096647983,12.146
13,126.0,0.6629298255008191,5.1563705045485975,7.778154347865022,649.7026835731233,12.146
14,173.0,0.5872243384712506,5.686566717744763,9.683806247794287,983.776042169844,12.146
15,164.0,0.8437068028508928,6.63655599596847,7.8659505571645125,1088.3951833388292,12.146
16,89.0,0.682350908599972,4.396670850176736,6.443416129096537,391.30370566572947,12.146
17,159.0,0.8679867207460681,6.627964388261746,7.636020494143914,1053.8463377336177,12.146
18,74.0,0.7201782501727516,4.118707249428542,5.719010881598512,304.78433645771213,12.146
19,191.0,0.7218160508842488,6.624529140663231,9.17758635672892,1265.2850658666773,12.146
20,202.0,0.5825990709468012,6.120482242495227,10.505478892282866,1236.337412984036,12.146
21,95.0,0.9362007302238563,5.320731627216322,5.683323517536752,505.4695045855505,12.146
22,154.0,0.6162358533933591,5.496154156392061,8.918913312373803,846.4077400843773,12.146
23,131.0,0.6706694892873124,5.2882866292458175,7.885086042702525,692.7655484312021,12.146
24,93.0,0.47852496985541254,3.763733288669958,7.8652808646687316,350.0271958463061,12.146
25,97.0,0.5139955215417588,3.98373644060582,7.750527531166763,386.42243473876454,12.146
26,162.0,0.7361487077515396,6.161200584574034,8.369505399788768,998.1144947009933,12.146
27,76.0,0.7509076675735227,4.262114662839286,5.67595038230446,323.9207143757858,12.146
28,72.0,0.6000157992734135,3.7082811619150644,6.180305862621604,266.9962436578846,12.146
29,155.0,0.8030338546985446,6.294450755076077,7.838337970743445,975.639867036792,12.146
30,83.0,0.7671462798372347,4.501976270125001,5.868471748413072,373.664030420375,12.146
31,96.0,0.5215865305923204,3.992306391302228,7.654159295042595,383.26141356501387,12.146
32,203.0,0.4831252785027948,5.587312514956145,11.5649351494735,1134.2244405360975,12.146
33,129.0,0.4604949447975189,4.348428688297129,9.44294554679454,560.9473007903296,12.146
34,108.0,0.7778021433256055,5.170963939660772,6.648173939906578,558.4641054833634,12.146
35,174.0,0.5995427516677965,5.76248444665585,9.611465455342229,1002.6722937181179,12.146
36,110.0,0.7352607147132171,5.073902145857312,6.900820408766637,558.1292360443043,12.146
